id,client,compte,date,montant,typeOperation
64899a5dfc13ae2d2a9009cd,64899252fc13ae2cc7901077,64899667fc13ae29a0900a01,28/02/2015,"€27476,12",chèque Virement
64899a5dfc13ae2d2a9009ce,64899251fc13ae2cc7900e5c,64899668fc13ae29a0900d55,02/05/2017,"€10268,98",Paiement par crte
64899a5dfc13ae2d2a9009cf,64899251fc13ae2cc7900de5,64899667fc13ae29a0900ba8,18/09/2021,"€6586,81",chèque Virement
64899a5dfc13ae2d2a9009d0,64899251fc13ae2cc7900cf9,64899668fc13ae29a0900cb3,13/02/2015,"€9839,21",chèque Virement
64899a5dfc13ae2d2a9009d1,64899251fc13ae2cc7900e6a,64899668fc13ae29a0900cd9,13/02/2021,"€13396,70",Prélèvement automatique
64899a5dfc13ae2d2a9009d2,64899251fc13ae2cc7900daf,64899668fc13ae29a0900d61,07/12/2020,"€39609,04",Dépot
64899a5dfc13ae2d2a9009d3,64899252fc13ae2cc7901073,64899667fc13ae29a0900c29,15/03/2021,"€39081,74",Dépot
64899a5dfc13ae2d2a9009d4,64899251fc13ae2cc7900eb5,64899667fc13ae29a0900b96,06/04/2015,"€6979,09",Prélèvement automatique
64899a5dfc13ae2d2a9009d5,64899252fc13ae2cc7900f7c,64899667fc13ae29a0900a99,18/03/2023,"€10048,38",Retrait
64899a5dfc13ae2d2a9009d6,64899252fc13ae2cc7900f90,64899668fc13ae29a0900cc3,06/05/2015,"€20704,32",Paiement par crte
64899a5dfc13ae2d2a9009d7,64899252fc13ae2cc7900efe,64899667fc13ae29a0900a98,24/07/2015,"€31195,96",Prélèvement automatique
64899a5dfc13ae2d2a9009d8,64899252fc13ae2cc7901067,64899667fc13ae29a0900c03,14/08/2022,"€22386,84",Dépot
64899a5dfc13ae2d2a9009d9,64899252fc13ae2cc7901062,64899668fc13ae29a0900cce,18/11/2021,"€35326,66",Retrait
64899a5dfc13ae2d2a9009da,64899251fc13ae2cc7900e62,64899668fc13ae29a0900d0b,27/09/2015,"€11577,92",Dépot
64899a5dfc13ae2d2a9009db,64899251fc13ae2cc7900e42,64899668fc13ae29a0900ce1,27/12/2018,"€44663,25",Dépot
64899a5dfc13ae2d2a9009dc,64899252fc13ae2cc7900fdc,64899667fc13ae29a09009fc,18/01/2020,"€7726,47",Retrait
64899a5dfc13ae2d2a9009dd,64899251fc13ae2cc7900d62,64899667fc13ae29a0900b92,20/04/2019,"€21008,77",Retrait
64899a5dfc13ae2d2a9009de,64899251fc13ae2cc7900ed2,64899668fc13ae29a0900d0c,25/06/2015,"€7528,93",Retrait
64899a5dfc13ae2d2a9009df,64899251fc13ae2cc7900d19,64899667fc13ae29a0900b4e,01/12/2018,"€29954,61",Prélèvement automatique
64899a5dfc13ae2d2a9009e0,64899251fc13ae2cc7900e15,64899667fc13ae29a09009bf,08/08/2021,"€13157,30",Retrait
64899a5dfc13ae2d2a9009e1,64899251fc13ae2cc7900e55,64899668fc13ae29a0900d0f,13/04/2020,"€36471,30",Paiement par crte
64899a5dfc13ae2d2a9009e2,64899252fc13ae2cc79010a4,64899667fc13ae29a0900ba2,07/12/2016,"€46745,27",Dépot
64899a5dfc13ae2d2a9009e3,64899251fc13ae2cc7900cff,64899668fc13ae29a0900d65,07/04/2016,"€6836,98",Prélèvement automatique
64899a5dfc13ae2d2a9009e4,64899252fc13ae2cc7900f0c,64899667fc13ae29a0900ac8,04/06/2015,"€38519,72",Paiement par crte
64899a5dfc13ae2d2a9009e5,64899252fc13ae2cc7901000,64899667fc13ae29a09009ae,15/03/2021,"€5730,28",Paiement par crte
64899a5dfc13ae2d2a9009e6,64899251fc13ae2cc7900ccf,64899668fc13ae29a0900c73,28/10/2015,"€1928,17",Prélèvement automatique
64899a5dfc13ae2d2a9009e7,64899251fc13ae2cc7900ed3,64899667fc13ae29a0900a0b,28/07/2017,"€27812,81",Retrait
64899a5dfc13ae2d2a9009e8,64899252fc13ae2cc790108d,64899667fc13ae29a0900a6d,18/06/2021,"€14821,80",Paiement par crte
64899a5dfc13ae2d2a9009e9,64899251fc13ae2cc7900ee5,64899668fc13ae29a0900cf1,22/07/2022,"€34349,63",Retrait
64899a5dfc13ae2d2a9009ea,64899251fc13ae2cc7900d18,64899667fc13ae29a0900a6e,14/09/2016,"€45143,75",Prélèvement automatique
64899a5dfc13ae2d2a9009eb,64899252fc13ae2cc7901065,64899667fc13ae29a0900c45,02/05/2023,"€25716,15",Paiement par crte
64899a5dfc13ae2d2a9009ec,64899252fc13ae2cc7901026,64899668fc13ae29a0900cc2,17/08/2022,"€46958,95",Paiement par crte
64899a5dfc13ae2d2a9009ed,64899252fc13ae2cc7900fb0,64899667fc13ae29a0900b60,29/01/2022,"€24105,96",chèque Virement
64899a5dfc13ae2d2a9009ee,64899252fc13ae2cc7901051,64899668fc13ae29a0900caa,09/08/2019,"€10057,92",Dépot
64899a5dfc13ae2d2a9009ef,64899251fc13ae2cc7900e38,64899667fc13ae29a0900add,20/01/2022,"€30089,55",Retrait
64899a5dfc13ae2d2a9009f0,64899251fc13ae2cc7900d27,64899667fc13ae29a0900b60,13/02/2019,"€41628,02",Prélèvement automatique
64899a5dfc13ae2d2a9009f1,64899251fc13ae2cc7900daa,64899667fc13ae29a0900bd4,20/03/2018,"€6124,02",chèque Virement
64899a5dfc13ae2d2a9009f2,64899251fc13ae2cc7900d88,64899668fc13ae29a0900d35,06/07/2016,"€34986,57",Retrait
64899a5dfc13ae2d2a9009f3,64899251fc13ae2cc7900e77,64899667fc13ae29a0900a22,01/03/2015,"€19587,68",Paiement par crte
64899a5dfc13ae2d2a9009f4,64899252fc13ae2cc790103d,64899668fc13ae29a0900d4e,21/04/2016,"€27654,83",chèque Virement
64899a5dfc13ae2d2a9009f5,64899252fc13ae2cc7900fb9,64899667fc13ae29a0900b51,26/04/2023,"€5749,88",Paiement par crte
64899a5dfc13ae2d2a9009f6,64899251fc13ae2cc7900d33,64899667fc13ae29a0900a4c,09/05/2018,"€46952,92",chèque Virement
64899a5dfc13ae2d2a9009f7,64899252fc13ae2cc7900f33,64899667fc13ae29a0900bbd,21/05/2018,"€13027,51",Prélèvement automatique
64899a5dfc13ae2d2a9009f8,64899252fc13ae2cc7900fcb,64899667fc13ae29a0900b8f,21/01/2023,"€47986,76",Retrait
64899a5dfc13ae2d2a9009f9,64899251fc13ae2cc7900d41,64899667fc13ae29a0900b06,04/01/2021,"€40476,99",Prélèvement automatique
64899a5dfc13ae2d2a9009fa,64899252fc13ae2cc790103c,64899668fc13ae29a0900d61,31/01/2018,"€16968,10",Dépot
64899a5dfc13ae2d2a9009fb,64899252fc13ae2cc790102c,64899667fc13ae29a0900ba0,15/06/2015,"€36237,31",Dépot
64899a5dfc13ae2d2a9009fc,64899251fc13ae2cc7900d66,64899667fc13ae29a0900bf6,04/11/2022,"€4409,70",Dépot
64899a5dfc13ae2d2a9009fd,64899251fc13ae2cc7900e70,64899667fc13ae29a09009c8,16/05/2017,"€8876,35",Retrait
64899a5dfc13ae2d2a9009fe,64899251fc13ae2cc7900dad,64899667fc13ae29a0900ada,31/01/2016,"€13338,35",Prélèvement automatique
64899a5dfc13ae2d2a9009ff,64899251fc13ae2cc7900e58,64899668fc13ae29a0900c9d,30/09/2016,"€45617,90",Paiement par crte
64899a5dfc13ae2d2a900a00,64899252fc13ae2cc7901071,64899667fc13ae29a0900ac4,14/08/2017,"€9096,34",Dépot
64899a5dfc13ae2d2a900a01,64899251fc13ae2cc7900e28,64899667fc13ae29a0900be2,05/08/2017,"€16425,68",Dépot
64899a5dfc13ae2d2a900a02,64899251fc13ae2cc7900ccb,64899668fc13ae29a0900d7f,06/02/2019,"€28175,11",Paiement par crte
64899a5dfc13ae2d2a900a03,64899251fc13ae2cc7900d82,64899667fc13ae29a0900a4a,30/01/2017,"€12803,96",Dépot
64899a5dfc13ae2d2a900a04,64899252fc13ae2cc7900f72,64899668fc13ae29a0900c77,30/04/2017,"€16128,62",Retrait
64899a5dfc13ae2d2a900a05,64899251fc13ae2cc7900e4b,64899667fc13ae29a0900b28,11/02/2021,"€22754,14",Prélèvement automatique
64899a5dfc13ae2d2a900a06,64899251fc13ae2cc7900e56,64899668fc13ae29a0900d74,23/03/2017,"€35045,49",chèque Virement
64899a5dfc13ae2d2a900a07,64899252fc13ae2cc7901068,64899667fc13ae29a0900ac3,18/08/2020,"€26904,25",chèque Virement
64899a5dfc13ae2d2a900a08,64899251fc13ae2cc7900de9,64899668fc13ae29a0900d6b,21/06/2018,"€18468,96",Dépot
64899a5dfc13ae2d2a900a09,64899252fc13ae2cc7900fc8,64899667fc13ae29a09009b8,30/04/2018,"€4872,39",chèque Virement
64899a5dfc13ae2d2a900a0a,64899251fc13ae2cc7900d58,64899667fc13ae29a0900c0a,30/03/2018,"€5933,72",Paiement par crte
64899a5dfc13ae2d2a900a0b,64899251fc13ae2cc7900da3,64899668fc13ae29a0900c8e,10/01/2021,"€35239,36",Paiement par crte
64899a5dfc13ae2d2a900a0c,64899251fc13ae2cc7900e7d,64899667fc13ae29a0900b1e,20/08/2020,"€13009,76",Dépot
64899a5dfc13ae2d2a900a0d,64899251fc13ae2cc7900dd8,64899668fc13ae29a0900d1f,23/05/2021,"€9459,10",Prélèvement automatique
64899a5dfc13ae2d2a900a0e,64899251fc13ae2cc7900cfb,64899667fc13ae29a0900a75,11/08/2019,"€39323,55",Retrait
64899a5dfc13ae2d2a900a0f,64899251fc13ae2cc7900ee9,64899668fc13ae29a0900cbb,15/04/2017,"€49091,93",chèque Virement
64899a5dfc13ae2d2a900a10,64899252fc13ae2cc790109d,64899668fc13ae29a0900d0b,19/03/2020,"€48746,92",chèque Virement
64899a5dfc13ae2d2a900a11,64899252fc13ae2cc7900f43,64899667fc13ae29a0900c1b,05/10/2020,"€30006,89",Paiement par crte
64899a5dfc13ae2d2a900a12,64899251fc13ae2cc7900df5,64899667fc13ae29a09009ad,29/11/2020,"€41908,55",Retrait
64899a5dfc13ae2d2a900a13,64899252fc13ae2cc7900f38,64899667fc13ae29a0900ae4,08/01/2016,"€12591,27",Dépot
64899a5dfc13ae2d2a900a14,64899252fc13ae2cc790109f,64899667fc13ae29a0900ab4,05/01/2015,"€19146,52",Retrait
64899a5dfc13ae2d2a900a15,64899251fc13ae2cc7900e1f,64899667fc13ae29a0900ae6,11/09/2019,"€45516,32",Retrait
64899a5dfc13ae2d2a900a16,64899251fc13ae2cc7900d9e,64899668fc13ae29a0900d17,27/12/2016,"€35037,96",Prélèvement automatique
64899a5dfc13ae2d2a900a17,64899252fc13ae2cc7900f46,64899668fc13ae29a0900d62,12/12/2022,"€45377,40",Dépot
64899a5dfc13ae2d2a900a18,64899251fc13ae2cc7900d28,64899667fc13ae29a0900a62,29/10/2019,"€4741,54",Prélèvement automatique
64899a5dfc13ae2d2a900a19,64899251fc13ae2cc7900e21,64899667fc13ae29a0900aef,13/02/2016,"€17571,74",chèque Virement
64899a5dfc13ae2d2a900a1a,64899252fc13ae2cc7900f42,64899667fc13ae29a0900a5e,05/02/2015,"€19599,69",Retrait
64899a5dfc13ae2d2a900a1b,64899251fc13ae2cc7900dfd,64899667fc13ae29a09009ac,11/07/2022,"€10802,90",Prélèvement automatique
64899a5dfc13ae2d2a900a1c,64899252fc13ae2cc790100e,64899667fc13ae29a0900b2c,12/02/2015,"€38776,87",chèque Virement
64899a5dfc13ae2d2a900a1d,64899251fc13ae2cc7900ce9,64899668fc13ae29a0900d8b,29/09/2021,"€42200,96",Paiement par crte
64899a5dfc13ae2d2a900a1e,64899252fc13ae2cc7900f3f,64899667fc13ae29a0900a11,18/11/2018,"€40420,62",Retrait
64899a5dfc13ae2d2a900a1f,64899251fc13ae2cc7900ed8,64899667fc13ae29a0900b82,28/10/2021,"€2696,35",Prélèvement automatique
64899a5dfc13ae2d2a900a20,64899252fc13ae2cc7900fb3,64899668fc13ae29a0900cf4,15/03/2022,"€42977,62",Retrait
64899a5dfc13ae2d2a900a21,64899251fc13ae2cc7900edc,64899667fc13ae29a0900ada,05/07/2019,"€18790,25",Prélèvement automatique
64899a5dfc13ae2d2a900a22,64899252fc13ae2cc7900f73,64899667fc13ae29a0900ba4,30/07/2015,"€21964,03",chèque Virement
64899a5dfc13ae2d2a900a23,64899251fc13ae2cc7900dad,64899667fc13ae29a09009b7,01/04/2016,"€29909,84",Retrait
64899a5dfc13ae2d2a900a24,64899252fc13ae2cc7900f02,64899667fc13ae29a0900a1c,16/05/2017,"€15612,87",Dépot
64899a5dfc13ae2d2a900a25,64899252fc13ae2cc790103a,64899668fc13ae29a0900cf5,24/10/2016,"€28599,20",Dépot
64899a5dfc13ae2d2a900a26,64899251fc13ae2cc7900e18,64899667fc13ae29a0900bde,01/02/2023,"€46254,19",chèque Virement
64899a5dfc13ae2d2a900a27,64899251fc13ae2cc7900ce5,64899667fc13ae29a0900a01,28/10/2020,"€7789,33",Retrait
64899a5dfc13ae2d2a900a28,64899251fc13ae2cc7900e2e,64899667fc13ae29a09009e8,27/03/2021,"€22466,88",Paiement par crte
64899a5dfc13ae2d2a900a29,64899251fc13ae2cc7900de9,64899668fc13ae29a0900d62,09/02/2016,"€41539,64",Paiement par crte
64899a5dfc13ae2d2a900a2a,64899252fc13ae2cc7900ffa,64899667fc13ae29a0900b83,06/02/2016,"€37097,17",Paiement par crte
64899a5dfc13ae2d2a900a2b,64899252fc13ae2cc7900f0a,64899667fc13ae29a0900bac,11/01/2019,"€6643,99",chèque Virement
64899a5dfc13ae2d2a900a2c,64899251fc13ae2cc7900cf8,64899667fc13ae29a0900aa2,07/04/2021,"€8263,54",Dépot
64899a5dfc13ae2d2a900a2d,64899251fc13ae2cc7900ee0,64899667fc13ae29a0900bf2,30/03/2016,"€49316,00",Paiement par crte
64899a5dfc13ae2d2a900a2e,64899252fc13ae2cc7901009,64899667fc13ae29a0900bf0,24/09/2021,"€14528,85",chèque Virement
64899a5dfc13ae2d2a900a2f,64899251fc13ae2cc7900d39,64899667fc13ae29a09009e2,22/04/2018,"€3663,62",Prélèvement automatique
64899a5dfc13ae2d2a900a30,64899251fc13ae2cc7900d41,64899668fc13ae29a0900cad,24/06/2019,"€17899,99",Paiement par crte
64899a5dfc13ae2d2a900a31,64899252fc13ae2cc7901056,64899668fc13ae29a0900d83,07/12/2021,"€29936,86",Paiement par crte
64899a5dfc13ae2d2a900a32,64899251fc13ae2cc7900e68,64899667fc13ae29a09009d2,23/04/2023,"€43150,81",chèque Virement
64899a5dfc13ae2d2a900a33,64899251fc13ae2cc7900d38,64899667fc13ae29a0900b72,19/06/2018,"€23659,36",Paiement par crte
64899a5dfc13ae2d2a900a34,64899252fc13ae2cc790105f,64899667fc13ae29a0900a81,06/11/2020,"€33011,17",Paiement par crte
64899a5dfc13ae2d2a900a35,64899252fc13ae2cc7900fb7,64899667fc13ae29a0900acc,02/06/2017,"€15190,52",Retrait
64899a5dfc13ae2d2a900a36,64899251fc13ae2cc7900eee,64899667fc13ae29a0900c2c,05/02/2017,"€38460,02",Dépot
64899a5dfc13ae2d2a900a37,64899251fc13ae2cc7900ccc,64899667fc13ae29a09009e0,10/06/2015,"€26116,88",Paiement par crte
64899a5dfc13ae2d2a900a38,64899251fc13ae2cc7900e25,64899668fc13ae29a0900ce4,28/01/2021,"€42861,65",Prélèvement automatique
64899a5dfc13ae2d2a900a39,64899252fc13ae2cc7901039,64899667fc13ae29a0900b89,12/04/2019,"€7499,69",Paiement par crte
64899a5dfc13ae2d2a900a3a,64899251fc13ae2cc7900d98,64899667fc13ae29a0900ade,26/07/2017,"€19303,23",Prélèvement automatique
64899a5dfc13ae2d2a900a3b,64899251fc13ae2cc7900d22,64899668fc13ae29a0900cf5,07/07/2022,"€49817,33",Paiement par crte
64899a5dfc13ae2d2a900a3c,64899252fc13ae2cc7901012,64899667fc13ae29a09009cb,07/07/2022,"€1550,61",Paiement par crte
64899a5dfc13ae2d2a900a3d,64899251fc13ae2cc7900e61,64899667fc13ae29a0900b74,19/06/2022,"€1513,91",chèque Virement
64899a5dfc13ae2d2a900a3e,64899252fc13ae2cc7900fff,64899667fc13ae29a09009ee,27/12/2017,"€17852,08",Dépot
64899a5dfc13ae2d2a900a3f,64899251fc13ae2cc7900d3b,64899667fc13ae29a0900ab3,15/09/2017,"€18110,34",Retrait
64899a5dfc13ae2d2a900a40,64899251fc13ae2cc7900d69,64899667fc13ae29a0900b60,11/09/2019,"€38231,57",chèque Virement
64899a5dfc13ae2d2a900a41,64899251fc13ae2cc7900d12,64899667fc13ae29a09009d6,09/12/2021,"€6040,19",Retrait
64899a5dfc13ae2d2a900a42,64899251fc13ae2cc7900cf9,64899667fc13ae29a0900be2,18/08/2019,"€13286,43",Paiement par crte
64899a5dfc13ae2d2a900a43,64899251fc13ae2cc7900dfd,64899668fc13ae29a0900d59,16/02/2018,"€721,20",Prélèvement automatique
64899a5dfc13ae2d2a900a44,64899252fc13ae2cc7900f28,64899667fc13ae29a0900bc9,01/07/2022,"€35190,33",Prélèvement automatique
64899a5dfc13ae2d2a900a45,64899251fc13ae2cc7900dd6,64899667fc13ae29a0900bad,17/09/2021,"€46218,96",chèque Virement
64899a5dfc13ae2d2a900a46,64899251fc13ae2cc7900e25,64899667fc13ae29a0900b1a,29/02/2020,"€8784,54",Prélèvement automatique
64899a5dfc13ae2d2a900a47,64899251fc13ae2cc7900d93,64899668fc13ae29a0900d13,09/03/2022,"€34362,08",Prélèvement automatique
64899a5dfc13ae2d2a900a48,64899251fc13ae2cc7900e29,64899667fc13ae29a0900c3f,04/09/2017,"€37689,96",chèque Virement
64899a5dfc13ae2d2a900a49,64899251fc13ae2cc7900d72,64899667fc13ae29a0900c14,10/01/2019,"€45,88",Dépot
64899a5dfc13ae2d2a900a4a,64899252fc13ae2cc7900f93,64899667fc13ae29a0900b20,02/03/2020,"€13317,64",chèque Virement
64899a5dfc13ae2d2a900a4b,64899251fc13ae2cc7900ee2,64899668fc13ae29a0900d38,22/08/2019,"€25453,72",chèque Virement
64899a5dfc13ae2d2a900a4c,64899252fc13ae2cc7900fde,64899668fc13ae29a0900cd2,30/03/2023,"€39700,10",Paiement par crte
64899a5dfc13ae2d2a900a4d,64899252fc13ae2cc79010a9,64899667fc13ae29a0900a04,07/07/2016,"€14979,60",chèque Virement
64899a5dfc13ae2d2a900a4e,64899251fc13ae2cc7900d53,64899668fc13ae29a0900d56,28/04/2021,"€35133,35",Retrait
64899a5dfc13ae2d2a900a4f,64899252fc13ae2cc790105c,64899667fc13ae29a0900a11,30/09/2022,"€31234,97",Paiement par crte
64899a5dfc13ae2d2a900a50,64899252fc13ae2cc7900f98,64899667fc13ae29a0900a3e,28/02/2020,"€38721,02",chèque Virement
64899a5dfc13ae2d2a900a51,64899252fc13ae2cc7901030,64899667fc13ae29a0900c0a,11/05/2018,"€10514,08",Prélèvement automatique
64899a5dfc13ae2d2a900a52,64899251fc13ae2cc7900d6b,64899667fc13ae29a0900a70,18/02/2023,"€49357,24",Paiement par crte
64899a5dfc13ae2d2a900a53,64899252fc13ae2cc7900fd3,64899667fc13ae29a0900b92,01/03/2017,"€2573,67",Retrait
64899a5dfc13ae2d2a900a54,64899252fc13ae2cc7900fc6,64899667fc13ae29a0900a7a,14/03/2020,"€8894,37",Paiement par crte
64899a5dfc13ae2d2a900a55,64899251fc13ae2cc7900ebe,64899667fc13ae29a0900b9d,22/03/2023,"€23409,22",Prélèvement automatique
64899a5dfc13ae2d2a900a56,64899251fc13ae2cc7900e80,64899667fc13ae29a0900af8,10/10/2018,"€47422,10",Prélèvement automatique
64899a5dfc13ae2d2a900a57,64899252fc13ae2cc7900f1f,64899667fc13ae29a0900c20,31/03/2023,"€4315,77",chèque Virement
64899a5dfc13ae2d2a900a58,64899252fc13ae2cc790102d,64899667fc13ae29a0900a46,22/04/2017,"€14260,29",chèque Virement
64899a5dfc13ae2d2a900a59,64899252fc13ae2cc7900f19,64899668fc13ae29a0900cc1,17/03/2019,"€22993,18",Prélèvement automatique
64899a5dfc13ae2d2a900a5a,64899251fc13ae2cc7900d87,64899667fc13ae29a09009cc,10/09/2018,"€46755,46",Dépot
64899a5dfc13ae2d2a900a5b,64899251fc13ae2cc7900e6c,64899668fc13ae29a0900d28,12/01/2023,"€36155,74",chèque Virement
64899a5dfc13ae2d2a900a5c,64899251fc13ae2cc7900d8e,64899668fc13ae29a0900c6e,21/03/2020,"€7609,11",Retrait
64899a5dfc13ae2d2a900a5d,64899251fc13ae2cc7900daa,64899668fc13ae29a0900d4f,22/02/2015,"€35017,07",Paiement par crte
64899a5dfc13ae2d2a900a5e,64899252fc13ae2cc7900f01,64899667fc13ae29a0900b71,23/03/2020,"€36396,76",Dépot
64899a5dfc13ae2d2a900a5f,64899251fc13ae2cc7900ce8,64899667fc13ae29a09009d5,01/12/2016,"€25992,33",chèque Virement
64899a5dfc13ae2d2a900a60,64899251fc13ae2cc7900e70,64899668fc13ae29a0900d49,12/06/2021,"€30682,75",Retrait
64899a5dfc13ae2d2a900a61,64899252fc13ae2cc7900ffd,64899667fc13ae29a0900bb2,15/01/2020,"€31429,60",Retrait
64899a5dfc13ae2d2a900a62,64899252fc13ae2cc7901000,64899667fc13ae29a09009cc,16/03/2022,"€26006,40",Prélèvement automatique
64899a5dfc13ae2d2a900a63,64899251fc13ae2cc7900dff,64899667fc13ae29a09009c3,03/11/2018,"€46124,82",chèque Virement
64899a5dfc13ae2d2a900a64,64899252fc13ae2cc7900ffb,64899667fc13ae29a09009d1,04/01/2019,"€33806,76",Prélèvement automatique
64899a5dfc13ae2d2a900a65,64899251fc13ae2cc7900ec0,64899667fc13ae29a0900c09,07/01/2023,"€21135,56",Retrait
64899a5dfc13ae2d2a900a66,64899252fc13ae2cc790103b,64899668fc13ae29a0900ce5,14/03/2017,"€9959,59",chèque Virement
64899a5dfc13ae2d2a900a67,64899251fc13ae2cc7900e03,64899668fc13ae29a0900d15,03/04/2016,"€42899,50",chèque Virement
64899a5dfc13ae2d2a900a68,64899252fc13ae2cc7901050,64899667fc13ae29a0900a6a,18/12/2016,"€9674,62",chèque Virement
64899a5dfc13ae2d2a900a69,64899252fc13ae2cc7900fed,64899667fc13ae29a09009e7,12/12/2019,"€47126,13",Dépot
64899a5dfc13ae2d2a900a6a,64899252fc13ae2cc7900f94,64899668fc13ae29a0900c9b,05/07/2022,"€6085,12",Prélèvement automatique
64899a5dfc13ae2d2a900a6b,64899251fc13ae2cc7900d3f,64899667fc13ae29a0900c1b,10/12/2015,"€25606,35",Retrait
64899a5dfc13ae2d2a900a6c,64899251fc13ae2cc7900e38,64899668fc13ae29a0900cff,02/10/2018,"€20562,32",Dépot
64899a5dfc13ae2d2a900a6d,64899252fc13ae2cc7900f43,64899667fc13ae29a0900c05,17/06/2020,"€14273,63",Paiement par crte
